부정,점수
몸이 불편하거나,-1
몸이 불편하다,-1
몸이 불편하여,-1
몸이 불편함,-1
몸져눕게,-1
몸져눕게 만들다,-1
몸져눕는,-1
몸져눕는 상태가,-1
몹시 가난하고,-1
몹시 가난하여,-1
몹시 가난한,-1
몹시 가렵고,-1
몹시 가쁘고,-1
몹시 갑갑하고,-1
몹시 거북스럽게,-1
몹시 거북하거나,-1
몹시 거칠게,-1
몹시 거칠고,-1
몹시 거칠다,-1
몹시 거칠어,-1
몹시 겁을,-1
몹시 게으름을,-1
몹시 경망스럽게,-1
몹시 고단하다,-1
몹시 고단하여,-1
몹시 고생스러운,-1
몹시 고통을,-1
몹시 괴로운,-1
몹시 괴롭고,-1
몹시 괴롭다,-1
몹시 괴롭히거나,-1
몹시 구속하다,-1
몹시 군색함,-1
몹시 군소리를,-1
몹시 굳은,-1
몹시 굼뜨고,-1
몹시 궁하고,-1
몹시 귀찮게,-1
몹시 귀찮아하도록,-1
몹시 긴장하거나,-1
몹시 까불어서,-1
몹시 까칠하다,-1
몹시 꺼불다,-1
몹시 꺼칠하다,-1
몹시 난처하거나,-1
몹시 낡고,-1
몹시 노엽거나,-1
몹시 노하여,-1
몹시 놀라,-1
몹시 놀라거나,-1
몹시 느리고,-1
몹시 답답하고,-1
몹시 답답한,-1
몹시 더듬는,-1
몹시 더러운,-1
몹시 더러워진,-1
몹시 더럽고,-1
몹시 더럽다,-1
몹시 더운,-1
몹시 두려워서,-1
몹시 두렵고,-1
몹시 뒤엉키어,-1
몹시 딱하고,-1
몹시 뜨거운,-1
몹시 뜨겁다,-1
몹시 멋없이,-1
몹시 메스꺼워,-1
몹시 못마땅하거나,-1
몹시 못살게,-1
몹시 무덥고,-1
몹시 무서운,-1
몹시 무섭거나,-1
몹시 무질서하게,-1
몹시 미련하거나,-1
몹시 미련하고,-1
몹시 미련한,-1
몹시 미움을,-1
몹시 바쁘게,-1
몹시 버릇없이,-1
몹시 분하거나,-1
몹시 분하고,-1
몹시 분하여,-1
몹시 불평스럽게,-1
몹시 비굴하게,-1
몹시 사나운,-1
몹시 사납다,-1
몹시 살기,-1
몹시 상하다,-1
몹시 상한,-1
몹시 상함,-1
몹시 샐그러뜨리며,-1
몹시 샘바르고,-1
몹시 서두르며,-1
몹시 성을,-1
몹시 소란하고,-1
몹시 소모되어,-1
몹시 수척하다,-1
몹시 쉬거나,-1
몹시 슬퍼하면서,-1
몹시 슬프게,-1
몹시 슬프고,-1
몹시 시끄럽고,-1
몹시 시끄럽다,-1
몹시 시들한,-1
몹시 시장하거나,-1
몹시 시큰둥한,-1
몹시 싫어하는,-1
몹시 싫어하여,-1
몹시 싫어함을,-1
몹시 심하게,-1
몹시 심하여,-1
몹시 심한,-1
몹시 싱겁게,-1
몹시 싸늘한,-1
몹시 쑤시고,-1
몹시 쓰리고,-1
몹시 씁쓰레하게,-1
몹시 아니꼽다,-1
몹시 아리고,-1
몹시 아쉽다,-1
몹시 아프거나,-1
몹시 아프게,-1
몹시 아프고,-1
몹시 아픈,-1
몹시 악독하게,-1
몹시 악한,-1
몹시 안타깝게,-1
몹시 앓는,-1
몹시 앓다,-1
몹시 앓음,-1
몹시 암상스럽게,-1
몹시 애를,-1
몹시 애쓰다,-1
몹시 야위고,-1
몹시 야윈,-1
몹시 약하여지는,-1
몹시 어긋나고,-1
몹시 어려운,-1
몹시 어색하거나,-1
몹시 어수선하게,-1
몹시 어수선하다,-1
몹시 어수선한,-1
몹시 어지러워,-1
몹시 어지럽고,-1
몹시 억누르는,-1
몹시 억누르다,-1
몹시 억울하거나,-1
몹시 언짢거나,-1
몹시 얼떨떨하다,-1
몹시 얽은,-1
몹시 여윈,-1
몹시 외로워하다,-1
몹시 요망스럽게,-1
몹시 우물거리며,-1
몹시 우물쭈물하는,-1
몹시 우직스럽게,-1
몹시 울렁거리는,-1
몹시 울렁거리다,-1
몹시 원망스럽고,-1
몹시 원망하듯,-1
몹시 위태로움,-1
몹시 자지러지게,-1
몹시 지저분하게,-1
몹시 지쳐,-1
몹시 지쳐서,-1
몹시 지치거나,-1
몹시 지친,-1
몹시 찡그리다,-1
몹시 참혹함을,-1
몹시 초라하다,-1
몹시 취하여,-1
몹시 침침해지다,-1
몹시 탄식하다,-1
몹시 피곤하거나,-1
몹시 피로하여,-1
몹시 하찮고,-1
몹시 해지거나,-1
몹시 허둥거리는,-1
몹시 허약할,-1
몹시 허약해진,-1
몹시 허전하다,-1
몹시 허전한,-1
몹시 호된,-1
몹시 화가,-1
몹시 화나게,-1
몹시 화를,-1
몹시 흉악하게,-1
몹시 흉악하다,-1
몹시 흉악한,-1
몹시 흉악함,-1
몹시 흉하거나,-1
몹시 흐려지다,-1
몹시 흐리멍덩하게,-1
몹시 흥분하거나,-1
몹시 힘겹게,-1
몹시 힘들거나,-1
몹쓸,-1
몹쓸 행동을,-1
못 견디게,-1
못 견디다,-1
못 되다,-1
못 되도록,-1
못나게,-1
못나고,-1
못난,-1
못난 사람,-1
못난 사람을,-1
못난 사람의,-1
못난 수단,-1
못난 짓,-1
못난이,-1
못남,-1
못났다,-1
못되게,-1
못되게 굴어,-1
못된,-1
못된 꾀,-1
못된 꾀로,-1
못된 사람을,-1
못된 사람이나,-1
못된 성품을,-1
못된 일에,-1
못된 일을,-1
못된 입,-1
못된 장난을,-1
못된 짓,-1
못된 짓을,-1
못마땅하거나,-1
못마땅하게,-1
못마땅하게 노려보다,-1
못마땅하게 여겨,-1
못마땅하게 여기는,-1
못마땅하게 여기다,-1
못마땅하게 여기어,-1
못마땅하게 여김,-1
못마땅하게 여김을,-1
못마땅하다,-1
못마땅하며,-1
못마땅하여,-1
못마땅하여 군소리를,-1
못마땅하여 기분이,-1
못마땅하여 시들하다,-1
못마땅하여서 내는,-1
못마땅한,-1
못마땅한 것을,-1
못마땅한 것이,-1
못마땅한 사람이나,-1
못마땅할,-1
못마땅할 때,-1
못마땅할 때에,-1
못마땅해하면서,-1
못살게,-1
못살게 구는,-1
못살게 군다는,-1
못살게 굴거나,-1
못살게 굴다,-1
못살게 굴며,-1
못생겨서,-1
못생겨서 흉하게,-1
못생겼다,-1
못생기다,-1
못생김,-1
못하거나,-1
못하게,-1
못하게 되다,-1
못하게 망치다,-1
못하게 방해하다,-1
못하게 하다,-1
못하겠다고,-1
못하겠다고 버티다,-1
못하고,-1
못하고 나쁘다,-1
못하고 몸져눕는,-1
못하고 실없이,-1
못하고 어물어물하다,-1
못하고 엉성하고,-1
못하고 쪼들리게,-1
못하고 허술한,-1
못하는 결점,-1
못하는 상태가,-1
못하다,-1
못하도록 억지로,-1
못하여 당하다,-1
못하여 안타깝다,-1
못하여 어수선하고,-1
못한 데가,-1
못한 상태이다,-1
못한 형편을,-1
몽땅 빼앗거나,-1
몽땅 없애다,-1
무가치하고,-1
무가치하고 무의미하게,-1
무거운 걸음으로,-1
무거운 기운이,-1
무거운 발걸음으로,-1
무거운 분위기나,-1
무겁고 투박하다,-1
무관심하다,-1
무기력,-1
무기력한,-1
무너뜨리다,-1
무너지게,-1
무너지게 하다,-1
무너지는,-1
무너지는 소리가,-1
무너지다,-1
무너짐,-1
무뇌충,-1
무단 결석,-1
무단결석,-1
무더위로,-1
무디다,-1
무례하다,-1
무례한,-1
무례한 것으로,-1
무례한 데가,-1
무례한 사람을,-1
무례함,-1
무분별한,-1
무서운,-1
무서운 꿈에,-1
무서운 느낌이,-1
무서운 말이나,-1
무서운 사람,-1
무서울,-1
무서울 정도로,-1
무서움,-1
무서움 때문에,-1
무서움을,-1
무서움을 느낄,-1
무서워,-1
무서워서,-1
무서워서 간신히,-1
무서워서 지르는,-1
무서워하는,-1
무서워하는 증상,-1
무서워하여,-1
무섭거나,-1
무섭거나 놀라서,-1
무섭거나 두려운,-1
무섭거나 아파서,-1
무섭거나 징그러울,-1
무섭거나 차가움을,-1
무섭거나 추워서,-1
무섭고,-1
무섭고 끔찍하다,-1
무섭고 끔찍한,-1
무섭고 두려워서,-1
무섭기까지,-1
무섭다,-1
무시당하다,-1
무안을,-1
무안을 당하거나,-1
무안을 당하다,-1
무안하거나,-1
무안하고,-1
무안하고 부끄럽게,-1
무안하고 부끄럽다,-1
무엇을 보고도 제대로 알지 못하는 사람,-1
무엇을 잃거나,-1
무의미하게,-1
무의미하다,-1
무의하다,-1
무자비하다,-1
무정한,-1
무정한 행동이나,-1
무지하고,-1
무지하고 포악하며,-1
무지하고 하찮은,-1
무질서하게,-1
무질서하게 고부라져,-1
무질서하게 몰려드는,-1
무질서하게 부러지거나,-1
무질서하게 일어나는,-1
무질서하고,-1
무질서한,-1
무질서한 정치,-1
무책임,-1
무책임하다,-1
문란하게,-1
물건을 훔쳐,-1
물건을 훔치려고,-1
물건을 훔친다는,-1
뭐서워서 자꾸,-1
미개하여,-1
미개한,-1
미덥지 못하게,-1
미덥지 못하다,-1
미덥지 못한,-1
미덥지 못한 행동을,-1
미덥지 아니하고,-1
미덥지 아니한,-1
미덥지 않은,-1
미련이,-1
미련이 남아,-1
미련하거나,-1
미련하고,-1
미련하고 험상궃은,-1
미련하다,-1
미련하여,-1
미련한,-1
미련한 데가,-1
미련한 사람을,-1
미안하고 딱하게,-1
미안하고 딱하다,-1
미안하여 어색하다,-1
미운,-1
미운 듯한,-1
미운 듯한 데가,-1
미운 사람을,-1
미운 얼굴이나,-1
미운 짓을,-1
미움을,-1
미움을 받을,-1
미움을 받을 만한,-1
미워하고,-1
미워하고 깎아내리려,-1
미워하고 꺼림,-1
미워하는,-1
미워하는 감정,-1
미워하는 기색,-1
미워하는 마음,-1
미워하는 생각이나,-1
미워하다,-1
미워할,-1
미워함,-1
미워함을,-1
미워함을 이르는,-1
미워해,-1
미천한,-1
미천한 사람을,-1
미치겠다,-1
미친,-1
미친 사람처럼,-1
미친 증세가,-1
미혹한,-1
미혹한 마음,-1
믿지 못하는,-1
믿지 못하다,-1
믿지 못할,-1
믿지 아니하거나,-1
밉게,-1
밉게 노는,-1
밉게 보이는,-1
밉게 생긴,-1
밉게 여기거나,-1
밉게 여기는,-1
밉다,-1
밉살스러운,-1
밉살스러운 데가,-1
밉살스럽게,-1
밉살스럽게 달라붙어,-1
밉살스럽게 이리저리로,-1
밉살스럽게 재깔이며,-1
밉살스럽게 지껄이며,-1
밉살스럽고,-1
밉살스럽고 짓궃게,-1
바보,-1
박탈되고,-1
박탈되어,-1
박탈하고,-1
박탈하다,-1
박탈하여,-1
박할,-1
박할하다,-1
반기지 않는,-1
반대하거나,-1
반대하다,-1
반란,-1
반반하게,-1
반반하게 생긴,-1
반발하다,-1
반신불수가,-1
반신불수가 되는,-1
반역,-1
반역을,-1
반역을 꾀함,-1
반항하다,-1
반항하려는,-1
반항하려는 말이나,-1
반항하여,-1
받는 괴로움,-1
받는 벌,-1
받는 재앙,-1
받는 해,-1
받아들여지지 않고,-1
받아들이기는커녕,-1
받아들이지 않고,-1
발기 불능,-1
발끈 성을,-1
발끈대다,-1
발육이 장애를,-1
발작,-1
밥이나 축내는,-1
방정,-1
방정맞게,-1
방정맞게 계속,-1
방정맞게 까불거나,-1
방정맞게 까불며,-1
방정맞게 오몰거리며,-1
방정맞게 움직이거나,-1
방정맞게 움직이며,-1
방정맞게 행동하다,-1
방정맞고,-1
방정맞은,-1
방정맞은 사람을,-1
방정을 떠는,-1
방정을 떨다,-1
방탕하게,-1
방탕하게 놀기를,-1
방탕하게 놀아나는,-1
방탕하고,-1
방탕한,-1
방탕한 기질,-1
방탕한 짓을,-1
방해가,-1
방해가 되거나,-1
방해가 되는,-1
방해가 되다,-1
방해하거나,-1
방해하거나 막다,-1
방해하는,-1
방해하는 악업을,-1
방해하는 조건,-1
방해하는 짓,-1
방해하는 짓을,-1
방해하다,-1
방해하던,-1
방해하던 일,-1
방해하여,-1
방해함,-1
배를 곯다,-1
배반하다,-1
배반함,-1
배신하다,-1
배신하여,-1
배은망덕,-1
배척되다,-1
배척하다,-1
배탈,-1
버겁다,-1
버그러져,-1
버그러진,-1
버그러진 데가,-1
버그러진 모양,-1
버려두어,-1
버려지다,-1
버릇없게,-1
버릇없게 굴다,-1
버릇없고,-1
버릇없는,-1
버릇없는 짓을,-1
버릇없이,-1
버릇없이,-1
버릇없이 경솔하게,-1
버릇없이 구는,-1
버릇없이 구는 태도로,-1
버릇없이 굴다,-1
버릇없이 까부는,-1
버릇없이 까불다,-1
버릇없이 행동하는,-1
버릇없이 행동하다,-1
버릇없이 흔들거나,-1
버릇이 없거나,-1
버릇이 없다,-1
버리다,-1
버린다는,-1
버젓하지 못하다,-1
버티거나 반항하다,-1
번거로운,-1
번거로운 일을,-1
번거롭게,-1
번거롭게 굴어,-1
번거롭다,-1
벌,-1
벌로,-1
벌로 내는,-1
벌받을,-1
벌받을 일을,-1
벌을 받다,-1
범인,-1
범죄,-1
범죄 사실을,-1
범죄 행위나,-1
범죄로,-1
범죄로 인해,-1
범죄를,-1
범죄를 저지르도록,-1
범죄를 저지른,-1
범죄를 한,-1
범죄에,-1
범죄에 가담시키거나,-1
범죄에 의하여,-1
범죄자들의,-1
범죄적인,-1
범죄적인 행위,-1
법률에 위반되어,-1
법을 위반한,-1
벗어나 틀어지다,-1
벼슬을 박탈하고,-1
벼슬이 박탈되고,-1
변변찮은,-1
변변찮은 고통이나,-1
변변치 못하거나,-1
변변치 못한,-1
변변하지 못하여,-1
변변하지 못한,-1
변사하다,-1
볍신,-1
병,-1
병 따위로,-1
병독,-1
병독이 옮아,-1
병든,-1
병든 몸으로,-1
병들거나,-1
병들어,-1
병세가,-1
병세가 지독하여,-1
병신이나,-1
병신이나 다름없는,-1
병에서,-1
병으로,-1
병으로 인하여,-1
병을,-1
병을 앓거나,-1
병을 앓고,-1
병을 앓는,-1
병의 기운이,-1
병이,-1
병이 나거나,-1
병이 나다,-1
병이 나서,-1
병이 남,-1
병이 생겨,-1
병이 잦음,-1
병이나,-1
병이나 과로,-1
병이다,-1
병적 상태,-1
병적 증상,-1
병적으로,-1
병적으로 싫어하고,-1
병적인,-1
병적인 강박,-1
병적인 증상,-1
병증,-1
병증으로,-1
병증을,-1
보기 거북하다,-1
보기 사납게,-1
보기 싫게,-1
보기 흉하게,-1
보기 흉할,-1
보기에 가량맞고,-1
보기에 가엾고,-1
보기에 딱하여,-1
보기에 무정한,-1
보기에 무지하고,-1
보기에 미련하고,-1
보기에 부끄러운,-1
보기에 싫다,-1
보기에 싫은,-1
보기에 야멸치고,-1
보기에 언짢거나,-1
보기에 언짢을,-1
보기에 욕심이,-1
보기에 짜증이,-1
보기에 천하고,-1
보기에 흉하다,-1
보잘것없거나,-1
보잘것없거나 하찮은,-1
보잘것없고,-1
보잘것없는,-1
보잘것없는 솜씨와,-1
보잘것없다,-1
보잘것없음,-1
보잘것없이,-1
보잘것없이 되고,-1
보잘것없이 되다,-1
보잘것없이 작다,-1
복잡하거나 엄격하여,-1
복통을,-1
복통을 일으키는,-1
볼것이 없다,-1
볼쌍사납게,-1
볼썽사납게,-1
볼품없이,-1
볼품없이 된,-1
볼품없이 떠는,-1
볼품없이 떨다,-1
볼품없이 흐트러지고,-1
볼품이 없거나,-1
봉변,-1
봉변을 당하거나,-1
부담,-1
부담스러운,-1
부담스럽다,-1
부당하거나,-1
부당하게,-1
부당하게 가로채어,-1
부도덕,-1
부러지다,-1
부상,-1
부서지다,-1
부위가 아프면서,-1
부인하다,-1
부자연스러움,-1
부자연스럽다,-1
부작용,-1
부작용이,-1
부작용이 나타나기도,-1
부적격,-1
부적절하다,-1
부정어와,-1
부정어와 함께,-1
부정을,-1
부정을 나타내는,-1
부정이나,-1
부정이나 금지하는,-1
부정이나 비리를,-1
부정적,-1
부정적 감정,-1
부정적인,-1
부정적인 내용이,-1
부정적인 뜻을,-1
부정적인 말과,-1
부정적인 일을,-1
부정적인 표현과,-1
부정직,-1
부정하거나,-1
부정하거나 금지하려,-1
부정하는,-1
부정하는 뜻을,-1
부정하는 모양을,-1
부정하다,-1
부정하며,-1
부정하며 핀잔을,-1
부정하여,-1
부정하여 대답할,-1
부조리,-1
부조화,-1
부족한,-1
부진,-1
부진하다,-1
부질없다,-1
부질없이,-1
분간이 안 되는,-1
분간하기 어려운,-1
분간하기 어렵다,-1
분개하다,-1
분개하여,-1
분개하여 몹시,-1
분개할,-1
분개할 때,-1
분격,-1
분격하다,-1
분나,-1
분나하다,-1
분노,-1
분노 따위의,-1
분노나,-1
분노나 불만,-1
분노하다,-1
분노함,-1
분수 없이,-1
분수를 모르고,-1
분수없이,-1
분수없이 허황한,-1
분수에 넘치게,-1
분수에 넘치는 짓을,-1
분수에 맞지 아니하게,-1
분수에 맞지 않게,-1
분에,-1
분에하다,-1
분이나,-1
분탄하다,-1
분탕,-1
분탕질,-1
분통,-1
분통스럽다,-1
분풀이,-1
분하거나,-1
분하게,-1
분하게 여겨,-1
분하게 여김,-1
분하고,-1
분하고 노여운,-1
분하고 답답하다,-1
분하고 억울하다,-1
분하고 억울함,-1
분하고 원통한,-1
분하고 화가,-1
분하다,-1
분하여,-1
분하여 마음이,-1
분한,-1
분한 마음,-1
분한 마음이,-1
분한 상태이다,-1
분한 일을,-1
분함,-1
분함 또는,-1
불건전,-1
불건전한,-1
불결하다,-1
불결한,-1
불결한 성관계로,-1
불결한 음식,-1
불결한 음식을,-1
불경기,-1
불균형,-1
불길하거나,-1
불길하다,-1
불길한,-1
불길한 꿈,-1
불끈 성을,-1
불끈 화가,-1
불량,-1
불량 행위를,-1
불량배가,-1
불량자가,-1
불량자가 되게,-1
불량하다,-1
불량한,-1
불량한 무리들이,-1
불량한 짓을,-1
불량화소,-1
불리한,-1
불만,-1
불만 따위를,-1
불만감,-1
불만스러운,-1
불만스러운 느낌이,-1
불만스럽거나,-1
불만스럽게,-1
불만스럽게 말하는,-1
불만스럽게 말하다,-1
불만스럽다,-1
불만스레,-1
불만으로,-1
불만을,-1
불만이,-1
불만이 있어,-1
불만족,-1
불만족스러운,-1
불만족스럽다,-1
불만족스레,-1
불만족하다,-1
불만투성이,-1
불만하다,-1
불면증,-1
불명예,-1
불법,-1
불법 체류,-1
불법 행위,-1
불법으로,-1
불법으로 쳐들어가거나,-1
불법이다,-1
불법적으로,-1
불법적으로 가져감으로써,-1
불법체류,-1
불신,-1
불신 따위를,-1
불신의,-1
불쌍하게,-1
불쌍하고,-1
불쌍하고 가련하게,-1
불쌍하고 가련한,-1
불쌍하다,-1
불쌍하여,-1
불쌍하여 마음이,-1
불쌍하여 슬픈,-1
불쌍한,-1
불쌍한 데가,-1
불쌍한 일을,-1
불쌍함,-1
불쌍히,-1
불쌍히 여기고,-1
불쌍히 여기는,-1
불쌍히 여긴다는,-1
불안,-1
불안 초조,-1
불안감,-1
불안스럽다,-1
불안전성,-1
불안정하게,-1
불안정한,-1
불안하게,-1
불안하게 걷는,-1
불안하게 걷다,-1
불안하게 되다,-1
불안하다,-1
불안하여,-1
불안하여 어찌할,-1
불안한,-1
불안한 마음으로,-1
불안한 모양,-1
불안한 상태에,-1
불안한 증상,-1
불안해하는,-1
불안해하는 증상,-1
불안히,-1
불에 닿은,-1
불충분,-1
불충분하거나,-1
불충분하다,-1
불충분한,-1
불치병,-1
불쾌감,-1
불쾌감이,-1
불쾌감이 있으며,-1
불쾌스럽다,-1
불쾌스레,-1
불쾌하게,-1
불쾌하게 여기다,-1
불쾌하다,-1
불쾌하다고,-1
불쾌하다고 생각되는,-1
불쾌한,-1
불쾌한 느낌이,-1
불쾌한 말로,-1
불쾌한 정서적,-1
불쾌히,-1
불편,-1
불편리,-1
불편리하다,-1
불편스럽다,-1
불편스레,-1
불편하거나,-1
불편하게,-1
불편하고,-1
불편하고 우울하다,-1
불편하다,-1
불편하며,-1
불편하여,-1
불편한,-1
불편한 모양,-1
불편할,-1
불편할 정도로,-1
불편함,-1
불평,-1
불평 따위를,-1
불평등,-1
불평등하다,-1
불평스러워,-1
불평스럽게,-1
불평스럽게 말하다,-1
불평스럽게 토달거리는,-1
불평스럽게 투덜거리는,-1
불평스럽게 투덜거리다,-1
불평을,-1
불평을 가지고,-1
불평을 늘어놓는,-1
불평을 늘어놓다,-1
불평을 늘어놓은,-1
불평을 부리는,-1
불평을 부리다,-1
불평을 부리며,-1
불평을 품고,-1
불평을 품은,-1
불평을 하는,-1
불평을 하다,-1
불평을 하며,-1
불평이나,-1
불평조의,-1
불평조의 군소리를,-1
불평판,-1
불평하는,-1
불평하는 모양,-1
불평하다,-1
불합격한,-1
불합격한 불량품,-1
불합리,-1
불행을,-1
불행하거나,-1
불행하거나 재수가,-1
불행하게,-1
불행하게 죽다,-1
불행하다,-1
불행한,-1
불행한 일을,-1
불협화음,-1
불화,-1
불황,-1
불효,-1
붓고 아프며,-1
붙어 싸우는,-1
비관적,-1
비관적인,-1
비굴하게,-1
비굴하게 자꾸,-1
비굴하게 행동하는,-1
비굴하게 행동하다,-1
비굴하다,-1
비굴할,-1
비굴할 정도로,-1
비극,-1
비꼬는,-1
비꼬는 말,-1
비꼬는 모양,-1
비꼬다,-1
비난,-1
비난 따위를,-1
비난을,-1
비난을 받다,-1
비난조로,-1
비난조로 이르는,-1
비난조로 이르던,-1
비난하는,-1
비난하는 뜻으로,-1
비난하는 사람,-1
비난하다,-1
비난하여,-1
비련,-1
비리를,-1
비리를 저지르는,-1
비만,-1
비만 환자,-1
비방과,-1
비속하게,-1
비속하게 사물이,-1
비속하게 이르는,-1
비싸다,-1
비싼,-1
비싼 값으로,-1
비아냥거리다,-1
비아냥대다,-1
비아냥스럽다,-1
비아냥스레,-1
비아냥조,-1
비아냥하다,-1
비열하다,-1
비열한,-1
비웃거나 빈정거릴,-1
비웃거나 언짢거나,-1
비위 상하게,-1
비위상하다,-1
비참,-1
비참하다,-1
비참한,-1
비참히,-1
비추천,-1
비탄,-1
비탄하다,-1
비통하다,-1
비합리적,-1
비현실,-1
비현실적,-1
비효율,-1
비효율적,-1
빈대,-1
빈정거리는,-1
빈정거리는 모양,-1
빈정거리는 태도로,-1
빈정거리다,-1
빈정거리며,-1
빈정거리며 놀리는,-1
빈정거리며 놀리다,-1
빈정거리며 자꾸,-1
빈정거릴,-1
빈정거릴 때,-1
빌빌대다,-1
빌빌하는,-1
빌빌하는 모양,-1
빌빌하다,-1
빚,-1
빚을,-1
빚을 짐,-1
빚지다,-1
빛을 잃어,-1
빡도네,-1
빡돌다,-1
빡세네,-1
빡세다,-1
빡치네,-1
빡치다,-1
빤빤스럽게,-1
빤빤스럽게 놀기만,-1
빤빤스럽고,-1
빤빤스럽고 얄밉게,-1
빤빤하게,-1
빤빤하게 생긴,-1
빼돌려,-1
빼돌려 내다,-1
빼앗거나,-1
빼앗기,-1
빼앗기거나,-1
빼앗기고,-1
빼앗는,-1
빼앗는 돈을,-1
빼앗는 짓을,-1
빼앗다,-1
빼앗아,-1
빼앗아 가지다,-1
빼앗아 내다,-1
빼앗아 버리다,-1
빼앗으려고,-1
빼앗으려고 벼르다,-1
뺀질대다,-1
뻔뻔스러운,-1
뻔뻔스럽게,-1
뻔뻔스럽게 놀기만,-1
뻔뻔스럽고,-1
뻔뻔하게,-1
뻔뻔하다,-1
뼈마디가 아프며,-1
뼈마디가 저리고,-1
삐딱거리다,-1
삐딱대다,-1
삐딱하다,-1
삐뚤거리다,-1
삐뚤대다,-1
삐뚤어져서,-1
삐뚤어져서 가지런하지,-1
삐뚤어지다,-1
삐죽대다,-1
삐죽삐죽,-1
삐죽삐죽 투박한,-1
삐죽이,-1
사고나다,-1
사고를 당하여,-1
사납거나 불길하다,-1
사납고 무서운,-1
사람답지 못함,-1
사람을 낮잡아,-1
사람을 내쫓아,-1
사람을 몸져눕게,-1
사람을 못살게,-1
사람을 속이며,-1
사람을 업신여기는,-1
사람을 위협하거나,-1
사람을 처벌하여,-1
사람의 죽음을,-1
사람이 병이나,-1
사람이 죽어서,-1
사람이나 짐승을 죽이다,-1
사리에 어긋나게,-1
사리에 어두운,-1
사리에 어두운 사람,-1
사망하다,-1
사멸하는,-1
사멸하는 것,-1
사무치게 미워하는,-1
사무치게 미워하다,-1
사무치게 미워함,-1
사사로운 분노,-1
사세난연,-1
사세난연하다,-1
사악하다,-1
사악한,-1
사악한 모의,-1
사치스러운,-1
사형에,-1
사형에 처하다,-1
사형에 처함,-1
사형에 처해지다,-1
사회가 혼란스럽고,-1
삭막하다,-1
살기,-1
살기 있고,-1
살기 힘든,-1
살림이 어렵고,-1
살인자,-1
살인죄,-1
살지 못하고,-1
살해되다,-1
살해됨,-1
살해됨을,-1
살해하다,-1
상대를 몰아붙이듯이,-1
상대편을 위협하는,-1
상서롭지 못한,-1
상스러운,-1
상스러운 말,-1
상스러운 말로,-1
상스럽고,-1
상스럽다,-1
상습범,-1
상심,-1
상심하다,-1
상처,-1
상처 따위가,-1
상처가 많아,-1
상처가 생기고,-1
상처가 쓰리고,-1
상처를,-1
상처를 내다,-1
상처를 내면,-1
상처를 내어,-1
상처를 입게,-1
상처를 입다,-1
상처를 입히다,-1
상처를 입힘,-1
상처를 입힘으로써,-1
상태가 나쁘거나,-1
상태를 부정하거나,-1
상태를 부정하는,-1
상태를 어지럽게,-1
상하거나,-1
상하게,-1
상하게 되다,-1
상하게 하거나,-1
상하게 하다,-1
상하게 하여,-1
상하고,-1
상하다,-1
상하여,-1
상한,-1
상한 데가,-1
상함,-1
상해서,-1
상혼,-1
상혼하다,-1
샘하여 미워하다,-1
생각이 아득하다,-1
생기 없이,-1
생기가 없거나,-1
생기가 없고,-1
생기가 없는,-1
생기가 없다,-1
생기가 없어,-1
생기가 없어져,-1
생기가 없어지다,-1
생기가 없이,-1
생활이 곤궁하여,-1
서글퍼지다,-1
서글프다,-1
서글픔,-1
서글피,-1
서러운,-1
서러운 마음,-1
서러움,-1
서러워하다,-1
서러이,-1
서럽게,-1
서럽게 여기다,-1
서럽다,-1
서로 거칠게,-1
서운감,-1
서운하거나,-1
서운하거나 불만스럽게,-1
서운하게,-1
서운하게 여기다,-1
서운하고,-1
서운하고 아깝다,-1
서운하다,-1
서운한,-1
