부정,점수
거꾸러뜨리다,-1
거꾸로 넘어지거나,-1
거두지 못한,-1
거드럭거드럭,-1
거드럭거리다,-1
거들먹거들먹,-1
거들먹거들먹하다,-1
거들먹거리다,-1
거들먹대다,-1
거들먹이다,-1
거듭 죄를,-1
거래가 금지된,-1
거리끼어,-1
거만한,-1
거무스름한 피고름이,-1
거볍게 까부는,-1
거볍게 성을,-1
거볍게 채신없이,-1
거볍게 행동하거나,-1
거볍게 행동하는,-1
거볍게 행동하다,-1
거부하다,-1
거세고,-1
거세고 급하다,-1
거슬려,-1
거슬리거나,-1
거슬리거나 마음이,-1
거슬리게,-1
거슬리게 싫다,-1
거슬리는,-1
거슬리는 느낌이,-1
거슬리다,-1
거역하다,-1
거역함,-1
거의 없다,-1
거짓말을,-1
거짓으로,-1
거짓으로 감정이나,-1
거짓으로 꾸며서,-1
거짓으로 꾸미는,-1
거짓으로 꾸미다,-1
거짓으로 꾸민,-1
거짓으로 속이다,-1
거짓으로 속임,-1
거짓이나,-1
거추장스러워서,-1
거추장스러워서 거슬리거나,-1
거추장스럽거나,-1
거추장스럽거나 성가시어,-1
거추장스럽게,-1
거추장스럽게 걸리거나,-1
거추장스럽다,-1
거추장스레,-1
거치적거리는,-1
거치적거리는 소리,-1
거치적거치적,-1
거치적거치적하다,-1
거칠게 된,-1
거칠게 행동하는,-1
걱정 같은,-1
걱정 따위로,-1
걱정거리,-1
걱정과,-1
걱정과 근심,-1
걱정되거나,-1
걱정스러워서,-1
걱정스럽거나,-1
걱정스럽거나 조바심이,-1
걱정스럽다,-1
걱정으로,-1
걱정을,-1
걱정이,-1
걱정이 되거나,-1
걱정이 되는,-1
걱정이 되어,-1
걱정이나,-1
걱정이나 근심,-1
걱정이나 근심에,-1
걱정인 해를,-1
걱정하기는,-1
걱정하기는 하나,-1
걱정하는,-1
걱정하는 게,-1
걱정하다,-1
건강하지 못하다,-1
건달처럼,-1
건둥반둥하다,-1
건드려 귀찮게,-1
건들거리고,-1
건들거리고 벙글거리며,-1
건들건들,-1
건들건들 지내다,-1
건들대다,-1
건망증이,-1
건망증이 심하며,-1
건방진,-1
건성 기침,-1
건성으로,-1
건성으로 묻다,-1
건전하지 못하고,-1
건전하지 못한,-1
건전하지 아니하게,-1
걷지 못하고,-1
걷지 못하는,-1
걸리거나,-1
걸리거나 막히는,-1
걸리다,-1
걸리적대다,-1
걸핏하면,-1
검은 티끌이라는,-1
검질기게 구는,-1
검질기게 굴다,-1
겁,-1
겁나게,-1
겁나게 하기,-1
겁나다,-1
겁내다,-1
겁에,-1
겁을,-1
겁을 내거나,-1
겁을 내다,-1
겁을 먹거나,-1
겁을 먹어,-1
겁을 주며,-1
겁이 나거나,-1
겁이 나서,-1
겁자기 부서지거나,-1
것같이 아프다,-1
것을 샘하여,-1
것을 짓밟다,-1
것이 거북하거나,-1
겉만 그럴듯한,-1
겉치레,-1
게우는,-1
게우는 소리,-1
게우는 소리가,-1
게울,-1
게울 듯이,-1
게워,-1
게워 내는,-1
게워 내다,-1
게으르거나,-1
게으르게,-1
게으르게 놀며,-1
게으르게 행동하는,-1
게으르게 행동하다,-1
게으르고,-1
게으르다,-1
게으름,-1
게으름을,-1
게으름을 피우며,-1
게으름이,-1
게으름이 나는,-1
게으름이나,-1
게으름이나 싫증,-1
겐트위한,-1
겨를이 없음,-1
겨우 빠듯하게,-1
겨우겨우,-1
겨우겨우 살기를,-1
겨운,-1
겨운 일에,-1
격식을 갖추지 않고,-1
격에 어울리지,-1
겪거나 불쌍한,-1
결기가,-1
결기가 나다,-1
결단성 없다,-1
결단성 없이,-1
결단성이 없고,-1
결단성이 없다,-1
결단을 못 내리는,-1
결막염,-1
결심 없이,-1
결점,-1
결정을 못하고,-1
결정하지 못하고,-1
결정하지 못하는,-1
결정하지 못하다,-1
결정하지 못함,-1
결함,-1
결함을,-1
결함을 드러내어,-1
결함을 들추어,-1
결함을 풍자하였다,-1
결함이 있다,-1
결함이나,-1
결함이나 잘못,-1
결함이나 잘못에,-1
결핵,-1
겸연쩍고,-1
겸연쩍다,-1
경련,-1
경련이,-1
경망스러우며,-1
경망스러운,-1
경망스러운 여자를,-1
경망스럽게,-1
경망스럽게 까부는,-1
경망스럽게 내어,-1
경망스럽게 놀려,-1
경망스럽게 덤비며,-1
경망스럽게 떠벌리는,-1
경망스럽게 이리저리,-1
경망스럽게 추켰다,-1
경망스럽게 행동하는,-1
경망스럽게 행동하다,-1
경망스럽고,-1
경망스럽고 가볍게,-1
경망스럽고 방정맞은,-1
경망하게,-1
경망하게 행동하는,-1
경망하게 행동하다,-1
경망한,-1
경망한 짓,-1
경박스럽게,-1
경박하게,-1
경박하다,-1
경박한,-1
경박한 행동을,-1
경솔하게,-1
경솔하게 까부는,-1
경솔하게 말하며,-1
경솔하게 행동하는,-1
경솔하게 행동하다,-1
경솔하게 행동하여,-1
경솔하고,-1
경솔하다,-1
경솔한,-1
경솔한 모양,-1
경험이 적거나,-1
경황이 없어,-1
계속 게워,-1
계속 공허하다,-1
계속 공허한,-1
계속 까부는,-1
계속 까불다,-1
계속 놀리다,-1
계속 다투다,-1
계속 떠들어,-1
계속 밉살스럽게,-1
계속 서운하다,-1
계속 서운한,-1
계속 성을,-1
계속 아첨하는,-1
계속 어지럽고,-1
계속 쩔쩔매거나,-1
계속 토할,-1
계속 헤프게,-1
고까워하는,-1
고까워하는 데가,-1
고까워하는 태도가,-1
고까워하는 태도를,-1
고르지 못하거나,-1
고르지 못한,-1
고르지 아니하게,-1
고르지 아니하고,-1
고르지 않고,-1
고름,-1
고름이 나오는,-1
고름이 생기는,-1
고름이 생기다,-1
고름집,-1
고리게,-1
고분고분하지 못하고,-1
고비를,-1
고생을,-1
고생을 격다,-1
고생을 하다,-1
고생이나,-1
고생하거나,-1
고생하다,-1
고소 공포증,-1
고열,-1
고열 따위로,-1
고자질함,-1
고작,-1
고장나다,-1
고지혈증,-1
고질병,-1
고집,-1
고집스레,-1
고집스레 싫다고,-1
고집을,-1
고집을 부리거나,-1
고집을 부리는,-1
고집을 부림,-1
고집이,-1
고집이 세어,-1
고집이 센,-1
고집이 있는,-1
고치기 어려운,-1
고치긱 어려운,-1
고타분히,-1
고함,-1
고함을 지르면서,-1
고혈압,-1
곤궁하여,-1
곤궁함,-1
곤란에,-1
곤란에 대하여,-1
곤란이나,-1
곤란이나 시련이,-1
곤란하게,-1
곤란하게 되다,-1
곤란하다,-1
곤란하여 지는,-1
곤란한,-1
곤란한 병,-1
곤란한 사정을,-1
곤란한 상태를,-1
곤장으로 치던,-1
곧바르지 아니하고,-1
곧잘 흥분하는,-1
곧지 못하고,-1
곪느라고,-1
곪느라고 쑤시다,-1
곯려 주다,-1
곯리거나,-1
곯아서,-1
곯아서 물크러질,-1
곯은,-1
곯은 듯하다,-1
곰살갑지 못하며,-1
곰살궂지 못하고,-1
곰팡내,-1
곱실대다,-1
곱지 아니하다,-1
곱지 않고,-1
공갈,-1
공공연히 불법적으로,-1
공교롭고,-1
공교롭고 이상하다,-1
공범자에,-1
공손하지 아니하고,-1
공연한,-1
공연한 짓을,-1
공연히,-1
공연히 놀며,-1
공포나,-1
공허하다,-1
공허한,-1
공허한 느낌,-1
공허한 느낌이,-1
공황상태,-1
공황장애,-1
과격하다,-1
과격한,-1
과금,-1
과대망상에,-1
과대망상에 빠진,-1
과도하게,-1
과로,-1
과로 따위가,-1
과로 따위로,-1
과로로,-1
과식을,-1
과식을 하거나,-1
과음하거나,-1
과장되어,-1
과하다,-1
관계가 끊어지거나,-1
관계가 끊어지는,-1
관계가 끊어지다,-1
관계를 끊다,-1
관계없는,-1
관계없는 행동을,-1
관람객이 줄어들다,-1
관심병,-1
관심을 가지지 아니하고,-1
관절이 저리고,-1
관철하려고 다투는,-1
광견병을,-1
광탈,-1
괘씸하고,-1
괜한 트집을,-1
괜히 트집을,-1
괴물,-1
괴상한 일이,-1
괴이쩍게,-1
괴이쩍게 생각하다,-1
교도소에 수감된,-1
교만하게,-1
교만하게 굶,-1
교만하고,-1
교만하다,-1
교만하여,-1
교만함,-1
교모하게 괴롭히거나,-1
교묘하고,-1
교묘하다,-1
교묘히 넘기는,-1
교양이 없고,-1
교양이 없다,-1
교제를 끊어,-1
교활하고,-1
교활한,-1
교활한 무리들이,-1
교활한 수단을,-1
교활한 수단이나,-1
구두쇠처럼,-1
구리게,-1
구박하거나,-1
구속하다,-1
구속함,-1
구슬퍼질,-1
구슬퍼질 정도로,-1
구슬프고,-1
구슬프다,-1
구슬피,-1
구토,-1
구토 증세가,-1
구토를,-1
구토를 일으키거나,-1
국내의 반란,-1
군살이 처지도록,-1
군색함,-1
군소리를,-1
군소리를 내다,-1
군소리를 하는,-1
군소리를 하다,-1
굳어지다,-1
굳지 못하고,-1
굳지 못하여,-1
굴복시킴,-1
굶는,-1
굶는 모양,-1
굶다,-1
굶주려서,-1
굶주리고,-1
굶주리다,-1
굶주린,-1
굶주린 백성을,-1
굼드게 먹는,-1
굼뜨게,-1
굼뜨게 먹다,-1
굼뜨게 움직이는,-1
굼뜨게 움직이다,-1
굼뜨게 하다,-1
굼뜨게 행동하는,-1
굼뜨게 행동하다,-1
굼뜨고,-1
굼뜨다,-1
궂게,-1
궂다,-1
권리를 없애거나,-1
권리를 침해한,-1
권세를 마음대로,-1
권태,-1
권태감,-1
권태기,-1
권태로이,-1
권태롭다,-1
권태를,-1
권태를 느끼는,-1
귀머거리,-1
귀먹은,-1
귀염을 받지 못할,-1
귀차니즘,-1
귀찮거나,-1
귀찮게,-1
귀찮게 구는,-1
귀찮게 굴다,-1
귀찮게 씹히는,-1
귀찮게 씹히다,-1
귀찮게 하는,-1
귀찮게 하다,-1
귀찮게 하여,-1
귀찮고,-1
귀찮다,-1
귀찮아하도록,-1
귀찮으면서도,-1
귀찮을,-1
귀찮을 때,-1
귀찮을 정도로,-1
귀찮음,-1
규범을 어기면서,-1
규칙을 어겨,-1
균의,-1
균의 침입으로,-1
균형을 잃거나,-1
그 방정,-1
그 범죄를,-1
그 시체를,-1
그 실수,-1
그 질병,-1
그 한숨,-1
그 형벌에,-1
그대로 힘없이,-1
그득한 병,-1
그런 근심,-1
그런 비판,-1
그럴듯하게 대강,-1
그럴듯하게 대충,-1
그렇게 애도함,-1
그르게 되거나,-1
그르치다,-1
그릇된 행동,-1
그릇된 행동을,-1
그만두게,-1
그만두게 되거나,-1
그만두게 하다,-1
그만두다,-1
그만두어,-1
그만두어 버리다,-1
그만두어 버림,-1
극성맞게,-1
극성맞다,-1
근거가 없고,-1
근심,-1
근심 따위로,-1
근심과,-1
근심과 걱정으로,-1
근심스럽거나,-1
근심스럽거나 답답하여,-1
근심스럽고,-1
근심에 잠겨서,-1
근심으로,-1
근심이,-1
근심이 있어,-1
근심이나,-1
근심이나 걱정,-1
근심이나 병,-1
근심이나 설움으로,-1
근심하거나,-1
근심하고,-1
근심하는,-1
근심하는 데가,-1
근심하다,-1
근심하며,-1
근심하며 분하게,-1
근심함,-1
근심함을,-1
근심함을 이르는,-1
근지럽고,-1
근질근질 가려운,-1
근질근질하다,-1
긁어 상처를,-1
금고를 깨뜨리다,-1
금사빠,-1
급하게,-1
급하게 몰아쉬는,-1
급하게 쉬는,-1
급하고,-1
급하고 거세다,-1
급하고 변덕스러워,-1
급하다,-1
급한 처지에,-1
기가 눌려,-1
기가 막혀,-1
기가 막히거나,-1
기가 미련이,-1
기가 부족하며,-1
기가 어색하고,-1
기관지염,-1
기능을 상실한,-1
기능을 잃고,-1
기능이 약하여진,-1
기능이 허약하여,-1
기다리지 못하고,-1
기대에 어그러져,-1
기량이 부족하여,-1
기력이 쇠약한,-1
기력이 쇠약해지는,-1
기력이 약하여,-1
기력이 약하여지는,-1
기력이 허약하여,-1
기를 꺾다,-1
기를 꺾음,-1
기름기가 많다,-1
기세가 꺾이고,-1
기세가 약해지다,-1
기억이 희미해져서,-1
기운을 쓰는,-1
기운을 잃고,-1
기운이 꺾이다,-1
기운이 꺾임,-1
기운이 막히다,-1
기운이 막힘,-1
기운이 못 펴지게,-1
기울어지며 자꾸,-1
기일이 안타깝게,-1
기준보다 못하거나,-1
기준에 미치지 못하다,-1
기침,-1
기침 소리를,-1
기침병을 앓아,-1
기침을,-1
기침을 심하게,-1
기침을 하다,-1
기침을 한다,-1
기침이,-1
기침이 나는,-1
기피되어,-1
기피하여,-1
기한까지 내지 못하고,-1
기형으로,-1
기회를 놓치거나,-1
기회주의적이고,-1
긴장되고,-1
긴장되다,-1
긴장이나,-1
긴장하거나,-1
긴장하거나 힘을,-1
긴장하다,-1
긴장하여,-1
길막,-1
길이 어둡거나,-1
깊이가 없고,-1
깊지 아니하거나,-1
깊지 아니하고,-1
ㄲ,-1
ㄲㅂ,-1
ㄲㅈ,-1
까꾸러트리다,-1
까다로운,-1
까다로운 모양,-1
까다로워,-1
까다로이,-1
까다롭게,-1
까다롭게 구는,-1
까다롭게 굴거나,-1
까다롭게 굴다,-1
까다롭고,-1
까다롭고 좀스럽게,-1
까다롭다,-1
까무러쳐,-1
까무러쳐 넘어지면서,-1
까무스름하다,-1
까부는,-1
까부는 모양,-1
까불거나,-1
까불기만 하고,-1
까불까불하고,-1
까불다,-1
까불며,-1
까불며 웃는,-1
까불며 웃다,-1
까불며 행동하는,-1
까불어,-1
까불어 대는,-1
까불어 대다,-1
까불어서,-1
까비,-1
까칠하거나,-1
까칠하게,-1
까칠하게 일어선,-1
까칠하다,-1
까탈이,-1
까탈이 많게,-1
까탈이 많다,-1
깍아내리다,-1
깎아내려,-1
깎아내려 배척함,-1
깎아내리기,-1
깎아내리기 잘하다,-1
깎아내리려,-1
깎아내리려 함,-1
깐깐하고,-1
깐깐하다,-1
깐작깐작하고,-1
깐죽대다,-1
깔깔하며,-1
깔깔한,-1
깔깔한 느낌,-1
깔끄럽게,-1
깔끄럽게 따끔거리는,-1
깔끔하지 못하고,-1
깔끔하지 않고,-1
깔보면서,-1
깔보아,-1
깔봄,-1
깜놀,-1
깜짝 놀라다,-1
깝,-1
깨갱대다,-1
깨끗하지 못하고,-1
깨끗하지 못한,-1
깨달음을 방해하는,-1
깨뜨려 버리다,-1
깨뜨리다,-1
깨어지거나,-1
깨어지다,-1
깨지다,-1
깨진,-1
깨침이 늦고,-1
깽깽대다,-1
꺼꾸러트리다,-1
꺼덕거리다,-1
꺼덕대다,-1
꺼덕이다,-1
꺼먹대다,-1
꺼부는,-1
꺼부는 모양,-1
꺼부러져,-1
꺼부러져 보이게,-1
꺼불거리고,-1
꺼불대다,-1
꺼칠하게,-1
꺼칠하게 일어선,-1
꺼칠하다,-1
꺽어 약해지게,-1
꺾어 누르다,-1
꺾이다,-1
꺾이어 무너지다,-1
꺾이어 약해지다,-1
꺾임,-1
껄끄러운,-1
껄끄러운 모양,-1
껄끄럽게 뜨끔거리는,-1
껄렁껄렁한,-1
껄렁껄렁한 사람,-1
껄렁껄렁한 사람들의,-1
꼬락서니,-1
꼬물거리는,-1
꼬물거리는 모양,-1
꼬집거나,-1
꼬집히는,-1
꼬집히는 것처럼,-1
꼼꼼하지 않아,-1
꽁알대다,-1
꽁하다,-1
꽤 거칠게,-1
꽤 더럽고,-1
꽤 사납게,-1
꽤 스산하고,-1
꽤 썰렁한,-1
꽤 엉성하고,-1
꽤 염치없이,-1
꽤 저리다,-1
꽤 저린,-1
꽥꽥거리는 사람을,-1
꾀 거칠게,-1
꾀거나,-1
꾀를 부려,-1
꾀를 부리거나,-1
꾀를 부리느라고,-1
꾀만 부리다,-1
꾸며서 전하다,-1
꾸며서 전함,-1
꾸며서 하는,-1
꾸물거리는,-1
꾸물거리는 모양,-1
꾸물거리다,-1
꾸물꾸물하다,-1
꾸중,-1
꾸중 따위의,-1
꾸중을,-1
꾸중을 듣거나,-1
꾸중을 듣고,-1
꾸중하다,-1
꾸지람,-1
꾸지람을,-1
꾸지람을 듣거나,-1
꾸지람하다,-1
꾸짖거나,-1
꾸짖거나 나무라며,-1
꾸짖는,-1
꾸짖는 말로,-1
꾸짖다,-1
꾸짖어,-1
꾸짖음,-1
끊고,-1
끊고 갈라서다,-1
끊어 버리다,-1
끊어 버림을,-1
끝내지 못하고,-1
끝내지 못한,-1
끼깅대다,-1
끼쳐서 미안하다,-1
낄끼빠빠,-1
낑낑대다,-1
ㄴㅇㅈ,-1
나고 아프며,-1
나릿나릿,-1
나무라기나 하는,-1
나무라다,-1
나무라며,-1
나무람을,-1
나무람을 이르는,-1
나불거리며,-1
나불거리며 까불다,-1
나불나불,-1
나불나불하다,-1
나서 틀어지다,-1
나아가지 못하고,-1
나오는 기침,-1
나오는 한숨이나,-1
나태하게,-1
난폭하다,-1
난폭한,-1
날조하여,-1
날카로운 말투로,-1
낡고,-1
낡다,-1
낡아,-1
낡아 버리다,-1
낡아지다,-1
낡은,-1
낡은 느낌이나,-1
낡은 티를,-1
남기거나 버리다,-1
남루하게,-1
남루하게 입다,-1
남몰래,-1
남몰래 슬쩍,-1
남보다 뒤떨어지거나,-1
남부끄러이,-1
남부끄럽다,-1
남부럽다,-1
남사스럽다,-1
남아 서운하다,-1
남에게 넘기다,-1
남에게 따돌림을,-1
남에게 미루다,-1
남에게 씌우려던,-1
남에게 아첨함을,-1
남용,-1
남을 건드려,-1
남을 곯려,-1
남을 곯리거나,-1
남을 귀찮게,-1
남을 꾀거나,-1
남을 나무람을,-1
남을 부추기어,-1
남을 비방하거나,-1
남을 속여,-1
남을 속이거나,-1
남을 속이다,-1
남을 속이려는,-1
남을 시기하는,-1
남을 억누르다,-1
남의 결함을,-1
남의 잘못이나,-1
남이 귀찮아하도록,-1
남이 잘못되는,-1
낫지 아니하는,-1
낫지 아니하여,-1
낫지 않는,-1
낭비,-1
낭비하다,-1
낮아지거나,-1
낮은 성적,-1
낮은 지위의,-1
낮은 지혜라는,-1
낮이 없거나,-1
낯부끄럽다,-1
낯설다,-1
낯이 설거나,-1
낯이 없거나,-1
낯이 없다는,-1
낳지 못하는,-1
내려가지 아니하여,-1
내려오는 병이나,-1
내리눌리다,-1
내밀었다가 허탕이,-1
내부의 싸움,-1
내소외친하다,-1
내송,-1
내송하다,-1
내숭스럽고,-1
내키지 아니하거나,-1
내키지 아니하여,-1
내키지 않게,-1
내키지 않는,-1
내키지 않다,-1
내키지 않아,-1
냉담하다,-1
너그럽지 못하고,-1
너그럽지 못하다,-1
너불거리며,-1
너불거리며 까부는,-1
너불거리며 까불다,-1
너저분하게,-1
너저분하다,-1
너저분하여,-1
너저분하여 보일,-1
너저분한,-1
너저분한 상태가,-1
너저분해,-1
너저분해 보일,-1
너프,-1
넉넉잡아야 고작,-1
넉넉하지 못하고,-1
넉넉하지 못하여,-1
넉넉하지 못함,-1
넉넉하지 아니함,-1
넘기지 못한다는,-1
넘어지거나,-1
넘어지거나 주저앉는,-1
넘어지는 병,-1
넘어지며,-1
넘어질,-1
넘어질 듯,-1
넘치게 굴다,-1
노는 꼬락서니,-1
노려보다,-1
노름,-1
노름꾼이,-1
노름을 하거나,-1
노름판을 벌여,-1
노린 냄새가,-1
노숙자,-1
노여움 따위의,-1
노인의 병,-1
노인정,-1
노잼,-1
노후되다,-1
논리가 없이,-1
놀기만 하는,-1
놀기만 하다,-1
놀라거나,-1
놀라거나 피곤하거나,-1
놀라고,-1
놀려,-1
놀려 말하는,-1
놀려 말하다,-1
놀리거나,-1
놀리는,-1
놀리는 말투나,-1
놀리는 모양,-1
놀리는 짓을,-1
놀리는 태도가,-1
놀리는 태도로,-1
놀리다,-1
놀릴,-1
놀릴 때,-1
놀림,-1
놀림 받다,-1
놀림과,-1
놀림받다,-1
놀림을,-1
놀림을 받게,-1
놀아나는,-1
놀아나는 짓,-1
놓쳐,-1
놓쳐 헤어지게,-1
놓치다,-1
뇌물을,-1
뇌물의,-1
뇌물의 성격을,-1
뇌성 마비에서,-1
누르기 어려워하다,-1
눈곱이나,-1
눈뜬장님,-1
눈물,-1
눈물을 흘리며,-1
눈물이,-1
눈물이 나며,-1
눈새,-1
눈알이 우묵해지다,-1
눈앞에서 귀찮게,-1
눈에 거슬려,-1
눈에 거슬리는,-1
눈에 눈물이,-1
눈을 멋없이,-1
눈을 속여,-1
눈을 속임,-1
눈이 가렵고,-1
눈이 깔깔하거나,-1
눈이 좀스럽게,-1
눈이 풀려서,-1
눈치를,-1
눈치를 보며,-1
눌려 졸아들고,-1
뉘우치지 못함을,-1
뉘우침이 없음,-1
느끼지 못하는,-1
느리고 굼뜨다,-1
느리다,-1
느릿느릿,-1
느릿느릿 굼뜨게,-1
느릿느릿 행동하는,-1
느릿느릿 힘없는,-1
느물거려,-1
느물거리는,-1
느물거리는 모양,-1
느즈러져,-1
늘 병치레를,-1
늘어나다,-1
늙거나,-1
늙어 빠진,-1
늙어서,-1
능글능글하다,-1
능글맞고,-1
능청맞고,-1
능청맞고 수선스럽게,-1
능청스러운,-1
능청스러운 짓을,-1
능청스럽게 구는,-1
능청스럽고,-1
능청스럽고 음흉한,-1
능청을,-1
능청을 부리며,-1
늦다,-1
늦어지는,-1
늦어지는 모양,-1
늦어지다,-1
ㄷㅊ,-1
다 까칠하거나,-1
다 없애,-1
다그치다,-1
다그치며 몰아세우다,-1
다급하게,-1
다급하여,-1
다듬어지지 않은,-1
다랍게,-1
다랍게 아첨을,-1
다리가 무겁고,-1
다리가 약해져서,-1
다리가 잘못되어,-1
다리를 잘망스럽게,-1
다리를 절다,-1
다리를 절며,-1
다리를 절면서,-1
다부지게 하지 못하고,-1
다부지지 못하고,-1
다부지지 못하여,-1
다소 엉뚱하게,-1
다정하지 않고,-1
다치거나,-1
다치거나 맞거나,-1
다치거나 하여,-1
다치다,-1
다친 데나,-1
다친다는,-1
다친다는 뜻으로,-1
다하여 없다,-1
닥쳐오다,-1
단념할,-1
단념할 수밖에,-1
단번에 빼앗다,-1
단작스럽게,-1
단정하지 못하고,-1
단정하지 못하며,-1
단정하지 못한,-1
달갑지 아니하거나,-1
달갑지 아니하게,-1
달갑지 아니하여,-1
달갑지 아니하여서,-1
달갑지 아니한,-1
달갑지 아니한 태도를,-1
달갑지 않거나,-1
달갑지 않다,-1
달갑지 않은,-1
달갑지 않은 음식을,-1
달아남,-1
닳아,-1
담력이 약함을,-1
답답하거나,-1
답답하게,-1
답답하게 여기다,-1
답답하고,-1
답답하다,-1
답답하며,-1
답답하여,-1
답답하여 활기가,-1
답답하여진다,-1
답답한,-1
답답한 데,-1
답답한 마음이,-1
답답한 모양,-1
답답한 상태에서,-1
답답한 증상,-1
답답한 증세,-1
답답할,-1
답답할 때,-1
답답할 정도로,-1
답답함,-1
답답해진다,-1
당차지 못하고,-1
당찮다,-1
당하다,-1
당하였던,-1
당하였던 일이,-1
당한 것을,-1
당황하다,-1
당황하여,-1
당황해하는,-1
당황해하는 모양,-1
당황해하다,-1
대강 하고,-1
대강대강,-1
대강대강 아무렇게나,-1
대구하는 짓을,-1
대꾸하는,-1
대단치 아니하거나,-1
대단치 않은,-1
대담하지 못하고,-1
대립으로,-1
대립하는,-1
대립하는 관계에,-1
대수롭지 아니하거나,-1
대수롭지 아니하고,-1
대수롭지 아니하다,-1
대수롭지 아니한,-1
대중없이,-1
대중없이 날뛰는,-1
대중이 없다,-1
대책이 없이,-1
대충 하고,-1
대충대충,-1
대충대충 일을,-1
대충대충 하는,-1
대충대충 하다,-1
대충하다,-1
더디거나,-1
더디거나 지루하여,-1
더디다,-1
더딘,-1
더딘 모양,-1
더럽혀서 쓰지,-1
더부룩하면서,-1
더부룩하여,-1
더위를 먹어서,-1
덜렁거리며,-1
덜렁거리며 돌아다니는,-1
덥거나,-1
덥다,-1
덧나다,-1
데면데면하게,-1
데면데면하다,-1
데면데면함,-1
도둑,-1
도리어 말대답을,-1
도망하는,-1
도망하는 짓,-1
도살되다,-1
도살하다,-1
도외시하다,-1
도의심이 없다,-1
도의심이 없음,-1
도적질,-1
독감,-1
돌머리,-1
돌보지 아니하다,-1
돌보지 않음을,-1
돌봄이 없이,-1
돌아보아지지 않고,-1
돌아보지 아니하다,-1
돌아보지 아니함,-1
동작이 느리고,-1
동통,-1
되거나,-1
되거나 맵짜다,-1
되는대로 마구,-1
되어 무안하고,-1
되지 아니하거나,-1
되지 아니하면서,-1
되지 아니하여,-1
되지 않고,-1
되지 않아,-1
되풀이되어 물리거나,-1
두려워하다,-1
두통이나,-1
둔하게,-1
둔하고,-1
둔하다,-1
둔한,-1
둔한 데가,-1
뒤가 무지근한,-1
뒤로 물러나다,-1
뒤바뀌어 지다,-1
뒤바뀌어 짐,-1
뒤섞거나,-1
뒤섞거나 뒤얽히게,-1
뒤섞여 너저분하다,-1
뒤섞이거나 뒤얽혀,-1
뒤숭숭하게,-1
뒤숭숭하다,-1
뒤숭숭한,-1
뒤숭숭한 느낌,-1
뒤숭숭한 시기,-1
뒤숭숭함,-1
뒤얽혀,-1
뒤얽히게,-1
뒤얽히게 하다,-1
뒤엉키어,-1
뒤에 처지다,-1
뒤져 있다,-1
뒤척거리다,-1
뒷거래하다,-1
드러내어 탓하다,-1
드문드문 벗어진,-1
드센,-1
든든하지 못해서,-1
듣보잡,-1
들떠서 건들거리고,-1
들볶거나,-1
들볶다,-1
들어오지 못하게,-1
등급이 낮은,-1
등급이 떨어지고,-1
등뼈가 굽어,-1
등지게 되다,-1
따가운,-1
따가운 느낌,-1
따가운 느낌이,-1
따가울,-1
따가울 정도로,-1
따금대다,-1
따끔거리는,-1
따끔거리는 느낌이,-1
따끔따끔히,-1
따끔하게,-1
따끔하게 내리는,-1
따끔하게 울리다,-1
따끔히,-1
따뜻하지 않다는,-1
따르지 못하거나,-1
따분하고,-1
따위가 급하고,-1
따위가 덧나다,-1
따위가 술렁거리어,-1
따지고,-1
따지고 들다,-1
따지며,-1
딱딱대다,-1
딱하거나,-1
딱하게,-1
딱하게 되어,-1
딱하게 여기다,-1
딴전을,-1
딴전을 부림을,-1
때가,-1
때가 끼어서,-1
때가 늦음,-1
때나,-1
때려,-1
때려서,-1
때려서 상처를,-1
때리는,-1
때리는 일,-1
때리는 일을,-1
때림을,-1
때림을 이르는,-1
떠넘기려고,-1
떠넘기려고 하다,-1
떠드는,-1
떠드는 모양,-1
떠들거나,-1
떠들다,-1
떠들며,-1
떠들썩대다,-1
떠들썩하다,-1
떠들어,-1
떠들어 대는,-1
떠들어 대다,-1
떠들어서,-1
떨구다,-1
떨다,-1
떨림,-1
떨며,-1
